=== CUT-OFF CSV FILES (data ends before expiry day) ===
Total: 4,740
These CSVs have data, but the last bar is days before the actual expiry date.
The vendor needs to provide additional rows from <last_data_date> to <expiry>.

Format: SYMBOL  STRIKE  OPT  EXPIRY  LAST_DATA  DAYS_MISSING  ROWS  FILEPATH
SENSEX   87800  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_87800_PE_01_JAN_26.csv
SENSEX   87900  PE   2026-01-01    2025-12-24      8d     528  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_87900_PE_01_JAN_26.csv
SENSEX   88300  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_88300_PE_01_JAN_26.csv
SENSEX   88400  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_88400_PE_01_JAN_26.csv
SENSEX   88600  PE   2026-01-01    2025-12-26      6d     306  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_88600_PE_01_JAN_26.csv
SENSEX   88700  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_88700_PE_01_JAN_26.csv
SENSEX   88800  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_88800_PE_01_JAN_26.csv
SENSEX   89300  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_89300_PE_01_JAN_26.csv
SENSEX   89400  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_89400_PE_01_JAN_26.csv
SENSEX   89600  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_89600_PE_01_JAN_26.csv
SENSEX   90200  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_90200_PE_01_JAN_26.csv
SENSEX   90500  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_90500_PE_01_JAN_26.csv
SENSEX   90600  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_90600_PE_01_JAN_26.csv
SENSEX   90800  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_90800_PE_01_JAN_26.csv
SENSEX   91100  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_91100_PE_01_JAN_26.csv
SENSEX   91200  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_91200_PE_01_JAN_26.csv
SENSEX   91300  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_91300_PE_01_JAN_26.csv
SENSEX   91400  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_91400_PE_01_JAN_26.csv
SENSEX   91500  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_91500_PE_01_JAN_26.csv
SENSEX   91800  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_91800_PE_01_JAN_26.csv
SENSEX   91900  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_91900_PE_01_JAN_26.csv
SENSEX   92000  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_92000_PE_01_JAN_26.csv
SENSEX   92100  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_92100_PE_01_JAN_26.csv
SENSEX   92300  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_92300_PE_01_JAN_26.csv
SENSEX   92700  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_92700_PE_01_JAN_26.csv
SENSEX   92800  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_92800_PE_01_JAN_26.csv
SENSEX   92900  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_92900_PE_01_JAN_26.csv
SENSEX   93000  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_93000_PE_01_JAN_26.csv
SENSEX   93100  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_93100_PE_01_JAN_26.csv
SENSEX   93200  PE   2026-01-01    2025-12-30      2d     371  Backtesting Options Data/sensex 2024-2026/2026-01-01/SENSEX_93200_PE_01_JAN_26.csv
SENSEX   80700  CE   2026-01-08    2026-01-06      2d     356  Backtesting Options Data/sensex 2024-2026/2026-01-08/SENSEX_80700_CE_08_JAN_26.csv
SENSEX   86900  PE   2026-01-08    2026-01-07      1d    1124  Backtesting Options Data/sensex 2024-2026/2026-01-08/SENSEX_86900_PE_08_JAN_26.csv
SENSEX   87200  PE   2026-01-08    2026-01-07      1d    1493  Backtesting Options Data/sensex 2024-2026/2026-01-08/SENSEX_87200_PE_08_JAN_26.csv
SENSEX   87300  PE   2026-01-08    2026-01-06      2d     563  Backtesting Options Data/sensex 2024-2026/2026-01-08/SENSEX_87300_PE_08_JAN_26.csv
SENSEX   87400  PE   2026-01-08    2026-01-05      3d     374  Backtesting Options Data/sensex 2024-2026/2026-01-08/SENSEX_87400_PE_08_JAN_26.csv
SENSEX   87600  PE   2026-01-08    2026-01-05      3d     374  Backtesting Options Data/sensex 2024-2026/2026-01-08/SENSEX_87600_PE_08_JAN_26.csv
SENSEX   87700  PE   2026-01-08    2026-01-05      3d     372  Backtesting Options Data/sensex 2024-2026/2026-01-08/SENSEX_87700_PE_08_JAN_26.csv
SENSEX   87800  PE   2026-01-08    2026-01-06      2d     374  Backtesting Options Data/sensex 2024-2026/2026-01-08/SENSEX_87800_PE_08_JAN_26.csv
SENSEX   88700  PE   2026-01-08    2026-01-05      3d     372  Backtesting Options Data/sensex 2024-2026/2026-01-08/SENSEX_88700_PE_08_JAN_26.csv
SENSEX   80500  CE   2026-01-14    2026-01-09      5d     161  Backtesting Options Data/sensex 2024-2026/2026-01-14/SENSEX_80500_CE_14_JAN_26.csv
SENSEX   86900  PE   2026-01-14    2026-01-13      1d    1821  Backtesting Options Data/sensex 2024-2026/2026-01-14/SENSEX_86900_PE_14_JAN_26.csv
SENSEX   88500  PE   2026-01-14    2026-01-09      5d     269  Backtesting Options Data/sensex 2024-2026/2026-01-14/SENSEX_88500_PE_14_JAN_26.csv
SENSEX   77000  CE   2026-01-22    2026-01-14      8d      62  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_77000_CE_22_JAN_26.csv
SENSEX   79200  CE   2026-01-22    2026-01-21      1d      97  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_79200_CE_22_JAN_26.csv
SENSEX   79300  CE   2026-01-22    2026-01-21      1d     169  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_79300_CE_22_JAN_26.csv
SENSEX   79800  CE   2026-01-22    2026-01-21      1d     173  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_79800_CE_22_JAN_26.csv
SENSEX   80200  CE   2026-01-22    2026-01-21      1d     372  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_80200_CE_22_JAN_26.csv
SENSEX   85900  PE   2026-01-22    2026-01-20      2d    1954  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_85900_PE_22_JAN_26.csv
SENSEX   86200  PE   2026-01-22    2026-01-16      6d     159  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_86200_PE_22_JAN_26.csv
SENSEX   86600  PE   2026-01-22    2026-01-13      9d    1134  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_86600_PE_22_JAN_26.csv
SENSEX   86800  PE   2026-01-22    2026-01-16      6d    1256  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_86800_PE_22_JAN_26.csv
SENSEX   86900  PE   2026-01-22    2026-01-12     10d     758  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_86900_PE_22_JAN_26.csv
SENSEX   87100  PE   2026-01-22    2026-01-12     10d    1121  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_87100_PE_22_JAN_26.csv
SENSEX   88500  PE   2026-01-22    2026-01-16      6d     331  Backtesting Options Data/sensex 2024-2026/2026-01-22/SENSEX_88500_PE_22_JAN_26.csv
SENSEX   78100  CE   2026-01-29    2026-01-27      2d     290  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_78100_CE_29_JAN_26.csv
SENSEX   78700  CE   2026-01-29    2026-01-27      2d     290  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_78700_CE_29_JAN_26.csv
SENSEX   79900  CE   2026-01-29    2026-01-28      1d     750  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_79900_CE_29_JAN_26.csv
SENSEX   80300  CE   2026-01-29    2026-01-28      1d    1171  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_80300_CE_29_JAN_26.csv
SENSEX   85700  PE   2026-01-29    2026-01-28      1d    8944  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_85700_PE_29_JAN_26.csv
SENSEX   85800  PE   2026-01-29    2026-01-28      1d    8199  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_85800_PE_29_JAN_26.csv
SENSEX   85900  PE   2026-01-29    2026-01-28      1d    7978  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_85900_PE_29_JAN_26.csv
SENSEX   86100  PE   2026-01-29    2026-01-14     15d    7061  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_86100_PE_29_JAN_26.csv
SENSEX   86400  PE   2026-01-29    2026-01-14     15d    6047  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_86400_PE_29_JAN_26.csv
SENSEX   86600  PE   2026-01-29    2026-01-13     16d    3494  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_86600_PE_29_JAN_26.csv
SENSEX   86700  PE   2026-01-29    2026-01-13     16d    5119  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_86700_PE_29_JAN_26.csv
SENSEX   86800  PE   2026-01-29    2026-01-14     15d    4070  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_86800_PE_29_JAN_26.csv
SENSEX   87500  PE   2026-01-29    2026-01-14     15d    1835  Backtesting Options Data/sensex 2024-2026/2026-01-29/SENSEX_87500_PE_29_JAN_26.csv
SENSEX   78500  CE   2026-02-05    2026-02-03      2d     523  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_78500_CE_05_FEB_26.csv
SENSEX   78700  CE   2026-02-05    2026-02-01      4d     111  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_78700_CE_05_FEB_26.csv
SENSEX   78900  CE   2026-02-05    2026-02-02      3d     552  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_78900_CE_05_FEB_26.csv
SENSEX   79100  CE   2026-02-05    2026-02-03      2d     802  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_79100_CE_05_FEB_26.csv
SENSEX   79200  CE   2026-02-05    2026-02-03      2d     672  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_79200_CE_05_FEB_26.csv
SENSEX   79300  CE   2026-02-05    2026-02-03      2d     683  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_79300_CE_05_FEB_26.csv
SENSEX   79600  CE   2026-02-05    2026-02-04      1d    1213  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_79600_CE_05_FEB_26.csv
SENSEX   79800  CE   2026-02-05    2026-02-04      1d    1301  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_79800_CE_05_FEB_26.csv
SENSEX   80100  CE   2026-02-05    2026-02-03      2d    1628  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_80100_CE_05_FEB_26.csv
SENSEX   85900  PE   2026-02-05    2026-02-03      2d     991  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_85900_PE_05_FEB_26.csv
SENSEX   86100  PE   2026-02-05    2026-02-03      2d     999  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_86100_PE_05_FEB_26.csv
SENSEX   86300  PE   2026-02-05    2026-02-04      1d     387  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_86300_PE_05_FEB_26.csv
SENSEX   86500  PE   2026-02-05    2026-02-04      1d     688  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_86500_PE_05_FEB_26.csv
SENSEX   86800  PE   2026-02-05    2026-02-04      1d     372  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_86800_PE_05_FEB_26.csv
SENSEX   87100  PE   2026-02-05    2026-02-03      2d      27  Backtesting Options Data/sensex 2024-2026/2026-02-05/SENSEX_87100_PE_05_FEB_26.csv
SENSEX   79500  CE   2026-02-12    2026-02-02     10d     373  Backtesting Options Data/sensex 2024-2026/2026-02-12/SENSEX_79500_CE_12_FEB_26.csv
SENSEX   85900  PE   2026-02-12    2026-02-11      1d    1105  Backtesting Options Data/sensex 2024-2026/2026-02-12/SENSEX_85900_PE_12_FEB_26.csv
SENSEX   87500  PE   2026-02-12    2026-02-09      3d     357  Backtesting Options Data/sensex 2024-2026/2026-02-12/SENSEX_87500_PE_12_FEB_26.csv
SENSEX   79300  CE   2026-02-19    2026-02-02     17d     374  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_79300_CE_19_FEB_26.csv
SENSEX   79400  CE   2026-02-19    2026-02-02     17d     374  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_79400_CE_19_FEB_26.csv
SENSEX   79500  CE   2026-02-19    2026-02-13      6d     685  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_79500_CE_19_FEB_26.csv
SENSEX   79600  CE   2026-02-19    2026-02-02     17d     365  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_79600_CE_19_FEB_26.csv
SENSEX   79700  CE   2026-02-19    2026-02-02     17d     364  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_79700_CE_19_FEB_26.csv
SENSEX   79900  CE   2026-02-19    2026-02-02     17d     133  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_79900_CE_19_FEB_26.csv
SENSEX   80100  CE   2026-02-19    2026-02-10      9d     580  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_80100_CE_19_FEB_26.csv
SENSEX   80200  CE   2026-02-19    2026-02-01     18d     188  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_80200_CE_19_FEB_26.csv
SENSEX   80300  CE   2026-02-19    2026-02-11      8d     889  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_80300_CE_19_FEB_26.csv
SENSEX   80400  CE   2026-02-19    2026-02-01     18d     189  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_80400_CE_19_FEB_26.csv
SENSEX   81200  CE   2026-02-19    2026-02-18      1d    1590  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_81200_CE_19_FEB_26.csv
SENSEX   81300  CE   2026-02-19    2026-02-18      1d     937  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_81300_CE_19_FEB_26.csv
SENSEX   85600  PE   2026-02-19    2026-02-13      6d     924  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_85600_PE_19_FEB_26.csv
SENSEX   86700  PE   2026-02-19    2026-02-17      2d     211  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_86700_PE_19_FEB_26.csv
SENSEX   92800  CE   2026-02-19    2026-02-18      1d    1201  Backtesting Options Data/sensex 2024-2026/2026-02-19/SENSEX_92800_CE_19_FEB_26.csv
SENSEX   73700  CE   2026-02-26    2026-02-10     16d     169  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_73700_CE_26_FEB_26.csv
SENSEX   79300  CE   2026-02-26    2026-02-02     24d     311  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_79300_CE_26_FEB_26.csv
SENSEX   79500  CE   2026-02-26    2026-02-19      7d     209  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_79500_CE_26_FEB_26.csv
SENSEX   79600  CE   2026-02-26    2026-02-03     23d     670  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_79600_CE_26_FEB_26.csv
SENSEX   79800  CE   2026-02-26    2026-02-13     13d     682  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_79800_CE_26_FEB_26.csv
SENSEX   80300  CE   2026-02-26    2026-02-03     23d     355  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_80300_CE_26_FEB_26.csv
SENSEX   84900  PE   2026-02-26    2026-02-24      2d    5226  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_84900_PE_26_FEB_26.csv
SENSEX   85100  PE   2026-02-26    2026-02-24      2d    4998  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_85100_PE_26_FEB_26.csv
SENSEX   85300  PE   2026-02-26    2026-02-25      1d    3911  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_85300_PE_26_FEB_26.csv
SENSEX   85600  PE   2026-02-26    2026-02-19      7d    2126  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_85600_PE_26_FEB_26.csv
SENSEX   85700  PE   2026-02-26    2026-02-20      6d    2991  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_85700_PE_26_FEB_26.csv
SENSEX   85800  PE   2026-02-26    2026-02-19      7d    1715  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_85800_PE_26_FEB_26.csv
SENSEX   85900  PE   2026-02-26    2026-02-19      7d    1425  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_85900_PE_26_FEB_26.csv
SENSEX   87500  PE   2026-02-26    2026-02-23      3d     534  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_87500_PE_26_FEB_26.csv
SENSEX   88500  PE   2026-02-26    2026-02-23      3d     370  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_88500_PE_26_FEB_26.csv
SENSEX   89500  PE   2026-02-26    2026-02-23      3d     370  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_89500_PE_26_FEB_26.csv
SENSEX   90500  PE   2026-02-26    2026-02-24      2d     578  Backtesting Options Data/sensex 2024-2026/2026-02-26/SENSEX_90500_PE_26_FEB_26.csv
SENSEX   71200  CE   2026-03-05    2026-03-02      3d     211  Backtesting Options Data/sensex 2024-2026/2026-03-05/SENSEX_71200_CE_05_MAR_26.csv
SENSEX   73000  CE   2026-03-05    2026-03-02      3d     292  Backtesting Options Data/sensex 2024-2026/2026-03-05/SENSEX_73000_CE_05_MAR_26.csv
SENSEX   74000  CE   2026-03-05    2026-03-04      1d     133  Backtesting Options Data/sensex 2024-2026/2026-03-05/SENSEX_74000_CE_05_MAR_26.csv
SENSEX   76800  CE   2026-03-05    2026-03-04      1d      42  Backtesting Options Data/sensex 2024-2026/2026-03-05/SENSEX_76800_CE_05_MAR_26.csv
SENSEX   84400  PE   2026-03-05    2026-03-04      1d    1748  Backtesting Options Data/sensex 2024-2026/2026-03-05/SENSEX_84400_PE_05_MAR_26.csv
SENSEX   69700  CE   2026-03-12    2026-03-10      2d     361  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_69700_CE_12_MAR_26.csv
SENSEX   71000  CE   2026-03-12    2026-03-06      6d      42  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_71000_CE_12_MAR_26.csv
SENSEX   71500  CE   2026-03-12    2026-03-09      3d     359  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_71500_CE_12_MAR_26.csv
SENSEX   72000  CE   2026-03-12    2026-03-06      6d      42  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_72000_CE_12_MAR_26.csv
SENSEX   74400  CE   2026-03-12    2026-03-10      2d     640  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_74400_CE_12_MAR_26.csv
SENSEX   80700  PE   2026-03-12    2026-03-10      2d    2752  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_80700_PE_12_MAR_26.csv
SENSEX   82100  PE   2026-03-12    2026-03-10      2d    3373  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_82100_PE_12_MAR_26.csv
SENSEX   82400  PE   2026-03-12    2026-03-06      6d    2057  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_82400_PE_12_MAR_26.csv
SENSEX   82600  PE   2026-03-12    2026-03-06      6d    2769  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_82600_PE_12_MAR_26.csv
SENSEX   82900  PE   2026-03-12    2026-03-06      6d    2314  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_82900_PE_12_MAR_26.csv
SENSEX   83100  PE   2026-03-12    2026-03-10      2d    2872  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_83100_PE_12_MAR_26.csv
SENSEX   83400  PE   2026-03-12    2026-03-11      1d     413  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_83400_PE_12_MAR_26.csv
SENSEX   83600  PE   2026-03-12    2026-03-09      3d    1141  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_83600_PE_12_MAR_26.csv
SENSEX   83800  PE   2026-03-12    2026-03-06      6d     331  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_83800_PE_12_MAR_26.csv
SENSEX   84400  PE   2026-03-12    2026-03-04      8d     320  Backtesting Options Data/sensex 2024-2026/2026-03-12/SENSEX_84400_PE_12_MAR_26.csv
SENSEX   70500  CE   2026-03-19    2026-03-13      6d     271  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_70500_CE_19_MAR_26.csv
SENSEX   71600  CE   2026-03-19    2026-03-16      3d     343  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_71600_CE_19_MAR_26.csv
SENSEX   72300  CE   2026-03-19    2026-03-16      3d     305  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_72300_CE_19_MAR_26.csv
SENSEX   72400  CE   2026-03-19    2026-03-16      3d     302  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_72400_CE_19_MAR_26.csv
SENSEX   72600  CE   2026-03-19    2026-03-16      3d     308  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_72600_CE_19_MAR_26.csv
SENSEX   72800  CE   2026-03-19    2026-03-18      1d     864  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_72800_CE_19_MAR_26.csv
SENSEX   72900  CE   2026-03-19    2026-03-18      1d     772  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_72900_CE_19_MAR_26.csv
SENSEX   73300  CE   2026-03-19    2026-03-18      1d     961  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_73300_CE_19_MAR_26.csv
SENSEX   78600  PE   2026-03-19    2026-03-18      1d    2247  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_78600_PE_19_MAR_26.csv
SENSEX   78900  PE   2026-03-19    2026-03-18      1d    2368  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_78900_PE_19_MAR_26.csv
SENSEX   79100  PE   2026-03-19    2026-03-18      1d    3348  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_79100_PE_19_MAR_26.csv
SENSEX   79200  PE   2026-03-19    2026-03-17      2d    2666  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_79200_PE_19_MAR_26.csv
SENSEX   79600  PE   2026-03-19    2026-03-17      2d    1995  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_79600_PE_19_MAR_26.csv
SENSEX   79700  PE   2026-03-19    2026-03-18      1d    2190  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_79700_PE_19_MAR_26.csv
SENSEX   80600  PE   2026-03-19    2026-03-17      2d    1281  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_80600_PE_19_MAR_26.csv
SENSEX   80700  PE   2026-03-19    2026-03-13      6d    1532  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_80700_PE_19_MAR_26.csv
SENSEX   80800  PE   2026-03-19    2026-03-18      1d    1623  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_80800_PE_19_MAR_26.csv
SENSEX   80900  PE   2026-03-19    2026-03-13      6d     487  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_80900_PE_19_MAR_26.csv
SENSEX   81100  PE   2026-03-19    2026-03-13      6d     805  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_81100_PE_19_MAR_26.csv
SENSEX   81200  PE   2026-03-19    2026-03-13      6d     686  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_81200_PE_19_MAR_26.csv
SENSEX   81600  PE   2026-03-19    2026-03-17      2d     101  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_81600_PE_19_MAR_26.csv
SENSEX   81800  PE   2026-03-19    2026-03-12      7d     412  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_81800_PE_19_MAR_26.csv
SENSEX   82200  PE   2026-03-19    2026-03-17      2d     494  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_82200_PE_19_MAR_26.csv
SENSEX   82800  PE   2026-03-19    2026-03-12      7d       7  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_82800_PE_19_MAR_26.csv
SENSEX   83100  PE   2026-03-19    2026-03-17      2d    1434  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_83100_PE_19_MAR_26.csv
SENSEX   83200  PE   2026-03-19    2026-03-17      2d     454  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_83200_PE_19_MAR_26.csv
SENSEX   85700  PE   2026-03-19    2026-02-23     24d      54  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_85700_PE_19_MAR_26.csv
SENSEX   85800  PE   2026-03-19    2026-02-23     24d      44  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_85800_PE_19_MAR_26.csv
SENSEX   86600  PE   2026-03-19    2026-02-23     24d      39  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_86600_PE_19_MAR_26.csv
SENSEX   87600  PE   2026-03-19    2026-02-23     24d      50  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_87600_PE_19_MAR_26.csv
SENSEX   88800  CE   2026-03-19    2026-03-18      1d    1685  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_88800_CE_19_MAR_26.csv
SENSEX   91000  PE   2026-03-19    2026-03-17      2d     254  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_91000_PE_19_MAR_26.csv
SENSEX   91500  PE   2026-03-19    2026-03-17      2d     231  Backtesting Options Data/sensex 2024-2026/2026-03-19/SENSEX_91500_PE_19_MAR_26.csv
